Date,High,Low,Open,Close,Volume,Adj Close
2019-07-01,405.5,392.8999938964844,394.5,403.0,554304.0,394.3652648925781
2019-07-02,416.5,401.20001220703125,403.0,414.5,1010954.0,405.6188659667969
2019-07-03,423.6000061035156,413.79998779296875,415.6000061035156,421.1000061035156,917592.0,412.07745361328125
2019-07-04,423.29998779296875,417.1000061035156,420.8999938964844,418.5,411399.0,409.5331726074219
2019-07-05,425.29998779296875,414.79998779296875,419.3999938964844,420.0,648343.0,411.0010070800781
2019-07-08,425.79998779296875,421.0,421.0,423.6000061035156,431314.0,414.5238952636719
2019-07-09,425.1000061035156,415.1000061035156,422.0,417.70001220703125,433969.0,408.75030517578125
2019-07-10,418.20001220703125,406.79998779296875,417.70001220703125,410.0,694066.0,401.21527099609375
2019-07-11,413.3999938964844,405.20001220703125,413.29998779296875,408.6000061035156,567937.0,399.84527587890625
2019-07-12,410.79998779296875,406.0,409.6000061035156,408.6000061035156,410354.0,399.84527587890625
2019-07-15,410.8999938964844,403.6000061035156,408.6000061035156,406.1000061035156,443459.0,397.39886474609375
2019-07-16,409.6000061035156,402.1000061035156,407.0,405.79998779296875,788997.0,397.1052551269531
2019-07-17,407.3999938964844,401.0,406.20001220703125,403.3999938964844,698139.0,394.7566833496094
2019-07-18,417.0,390.29998779296875,416.0,391.0,1698205.0,382.62237548828125
2019-07-19,408.79998779296875,395.6000061035156,396.0,408.0,1084543.0,399.2581481933594
2019-07-22,410.8999938964844,404.70001220703125,409.6000061035156,408.0,776196.0,399.2581481933594
2019-07-23,412.0,405.20001220703125,410.0,406.70001220703125,559409.0,397.9859924316406
2019-07-24,400.1000061035156,385.3999938964844,400.0,389.1000061035156,1136843.0,380.7630920410156
2019-07-25,389.8999938964844,377.1000061035156,389.20001220703125,378.20001220703125,1098535.0,370.0966491699219
2019-07-26,379.6000061035156,369.3999938964844,379.6000061035156,369.5,1058108.0,361.5830383300781
2019-07-29,378.29998779296875,367.20001220703125,369.8999938964844,376.3999938964844,707979.0,368.335205078125
2019-07-30,379.1000061035156,366.70001220703125,378.0,368.29998779296875,564582.0,360.40875244140625
2019-07-31,371.29998779296875,365.70001220703125,366.79998779296875,369.8999938964844,588569.0,361.9744567871094
2019-08-01,381.70001220703125,366.29998779296875,368.5,379.5,722007.0,371.3687744140625
2019-08-02,384.0,375.3999938964844,379.8999938964844,379.70001220703125,921556.0,371.56451416015625
2019-08-06,382.29998779296875,371.6000061035156,376.70001220703125,378.20001220703125,910850.0,370.0966491699219
2019-08-07,379.6000061035156,374.6000061035156,378.20001220703125,376.8999938964844,630302.0,368.8244934082031
2019-08-08,384.20001220703125,379.0,379.0,383.1000061035156,620146.0,374.89166259765625
2019-08-09,384.1000061035156,375.1000061035156,383.0,375.79998779296875,550908.0,367.748046875
2019-08-12,380.3999938964844,371.5,376.5,374.5,479023.0,366.4759216308594
2019-08-13,374.3999938964844,367.8999938964844,372.3999938964844,370.20001220703125,614617.0,362.26806640625
2019-08-14,371.3999938964844,364.6000061035156,370.20001220703125,366.8999938964844,559557.0,359.03875732421875
2019-08-15,372.1000061035156,363.0,366.79998779296875,370.5,884087.0,362.5616149902344
2019-08-16,374.8999938964844,370.0,372.3999938964844,370.70001220703125,639004.0,362.7573547363281
2019-08-19,375.79998779296875,370.6000061035156,370.79998779296875,374.20001220703125,477504.0,366.1823425292969
2019-08-20,380.0,369.8999938964844,372.5,370.8999938964844,590437.0,362.9530334472656
2019-08-21,381.8999938964844,371.6000061035156,372.0,376.70001220703125,592005.0,368.6287841796875
2019-08-22,377.20001220703125,370.20001220703125,376.70001220703125,371.0,482565.0,363.0509033203125
2019-08-23,375.8999938964844,369.70001220703125,374.29998779296875,369.70001220703125,418225.0,361.7787780761719
2019-08-26,370.29998779296875,364.29998779296875,367.3999938964844,369.8999938964844,430692.0,361.9744567871094
2019-08-27,383.6000061035156,367.29998779296875,370.1000061035156,377.8999938964844,1151567.0,369.8030700683594
2019-08-28,377.0,366.1000061035156,377.0,370.6000061035156,660352.0,362.65948486328125
2019-08-29,386.70001220703125,370.5,371.0,384.0,921840.0,375.7723693847656
2019-08-30,389.20001220703125,384.0,384.0,385.0,646275.0,376.7509460449219
2019-09-02,396.8999938964844,386.1000061035156,386.1000061035156,393.1000061035156,588034.0,384.6773986816406
2019-09-03,397.0,390.0,393.0,395.79998779296875,709427.0,387.31951904296875
2019-09-04,399.29998779296875,395.20001220703125,397.6000061035156,398.3999938964844,570017.0,389.86383056640625
2019-09-05,419.79998779296875,399.3999938964844,400.0,415.79998779296875,1380482.0,406.8909912109375
2019-09-06,415.20001220703125,407.6000061035156,415.20001220703125,415.0,1021487.0,406.108154296875
2019-09-09,417.3999938964844,406.1000061035156,415.0,407.29998779296875,1109243.0,398.5731201171875
2019-09-10,410.8999938964844,401.8999938964844,406.79998779296875,409.6000061035156,675820.0,400.8238525390625
2019-09-11,417.5,409.1000061035156,411.1000061035156,416.0,686085.0,407.08673095703125
2019-09-12,418.0,411.70001220703125,415.8999938964844,415.29998779296875,892748.0,406.4017028808594
2019-09-13,413.79998779296875,401.5,413.79998779296875,405.0,820972.0,396.3224182128906
2019-09-16,403.8999938964844,398.1000061035156,403.3999938964844,399.8999938964844,618776.0,391.3316650390625
2019-09-17,406.0,397.20001220703125,398.29998779296875,404.8999938964844,559822.0,396.22454833984375
2019-09-18,409.6000061035156,403.8999938964844,403.8999938964844,409.29998779296875,472150.0,400.5302734375
2019-09-19,410.70001220703125,405.79998779296875,407.6000061035156,410.0,419512.0,401.21527099609375
2019-09-20,412.0,408.1000061035156,411.8999938964844,410.0,777180.0,401.21527099609375
2019-09-23,411.8999938964844,401.29998779296875,410.0,406.20001220703125,820594.0,397.4967041015625
2019-09-24,408.5,402.5,406.20001220703125,402.70001220703125,516354.0,394.07171630859375
2019-09-25,407.20001220703125,399.0,402.70001220703125,406.6000061035156,467847.0,397.88812255859375
2019-09-26,410.0,398.8999938964844,404.1000061035156,410.0,453207.0,401.21527099609375
2019-09-27,411.8999938964844,402.8999938964844,410.0,406.70001220703125,361470.0,397.9859924316406
2019-09-30,407.79998779296875,403.1000061035156,405.79998779296875,407.1000061035156,527133.0,398.3774108886719
2019-10-01,418.5,406.1000061035156,407.6000061035156,414.20001220703125,596974.0,405.3253173828125
2019-10-02,414.0,401.1000061035156,413.79998779296875,401.79998779296875,430537.0,393.19097900390625
2019-10-03,406.20001220703125,394.29998779296875,401.79998779296875,398.1000061035156,647619.0,389.57025146484375
2019-10-04,400.8999938964844,392.0,398.1000061035156,393.20001220703125,776505.0,384.7752380371094
2019-10-07,405.0,395.5,395.5,403.70001220703125,472382.0,395.05029296875
2019-10-08,408.0,399.8999938964844,404.0,399.8999938964844,556894.0,391.3316650390625
